"id","piping_class_id","section_no","piping_component_id","valve_id","size_desc","description","created_at","updated_at"
3387,98,0,21,533,"2"" & LARGER","CLASS 1500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3388,98,0,21,546,"2"" & LARGER","CLASS 1500 347SS : RING JOINT FLANGED, PSB",,
3389,98,0,23,678,"1"" ONLY","6000# BUTTWELDING, XXS BORE : 316LSS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
3390,98,0,24,573,"1/2"" - 1-1/2""","CLASS 1500 347SS : SOCKETWELD",,
3391,98,0,24,574,"2"" & LARGER","CLASS 1500 347SS : WELD-END, BB, (BORE TO MATCH PIPE)",,
3392,98,0,24,572,"2"" & LARGER","CLASS 1500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3393,98,0,24,587,"2"" & LARGER","CLASS 1500 347SS : RING JOINT FLANGED, PSB",,
3394,98,0,42,,"2"" - 4""","CLASS 1500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
3395,98,0,42,,"6"" - 24""","CLASS 1500 CENTRIFUGALLY CAST HF MODIFIED ALLOY, RING JOINT, MANUFACTURED TO ASTM A451 AND ARCO SPECIFICATION SLA-0100-240 (C.P. ONLY) ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS MILL CERTS REQUIRED FOR ALL FLANGES : WELDING NECK, BORE TO MATCH",,
3396,98,0,43,,"1/2"" - 1-1/2""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP321, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : XXS WEIGHT",,
3397,98,0,43,,"2"" - 4""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP321, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : CALC. WALL THICKNESS (SCH. 80S MINIMUM)",,
3398,98,0,43,,"6"" - 24""","CENTRIFUGALLY CAST HF MODIFIED ALLOY, MANUFACTURED TO ASTM A451 AND ARCO SPECIFICATION SLA-0100-240 (C.P. ONLY) MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS",,
3399,98,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A182 GR F321, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3400,98,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
3401,98,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGE I-14 THRU I-22.",,
3402,98,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
3403,98,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
3404,98,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
3405,99,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
3406,99,0,7,,"ALL","SEE CHART BC-9",,
3407,99,0,10,608,"1/2"" - 1-1/2""","CLASS 1500 347SS : HORIZONTAL LIFT, SOCKETWELD",,
3408,99,0,10,609,"2"" ONLY","CLASS 1500 347SS : HORIZONTAL LIFT, WELD-END (BORE TO MATCH PIPE)",,
3409,99,0,10,613,"3"" & LARGER","CLASS 1500 347SS : SWING, WELD-END, BOLTED CAP (BORE TO MATCH PIPE)",,
3410,99,0,13,,"1/2"" - 1-1/2""","FORGED STAINLESS STEEL SOCKETWELD ASTM A182 GR F321 ANSI B16.11, MILL CERTS REQUIRED FOR ALL FITTINGS : CLASS 6000",,
3411,99,0,13,,"2"" - 24""","SEAMLESS STAINLESS STEEL BUTTWELDING ASTM A403 GR WP321, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
3412,99,0,16,,"1/2"" - 1-1/2""","CLASS 1500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
3413,99,0,16,,"2"" - 24""","CLASS 1500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
3414,99,0,16,,"1/2"" - 24""","CLASS 1500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.5 : BLIND",,
3415,99,0,20,,"ALL","TYPE 347SS OVAL RING, ANSI B16.20",,
3416,99,0,21,534,"1/2"" - 1-1/2""","CLASS 1500 347SS : SOCKETWELD",,
3417,99,0,21,530,"1/2"" - 1-1/2""","CLASS 1500 347SS : SOCKETWELD/SCREWED",,
3418,99,0,21,531,"1"" - 2""","CLASS 1500 347SS : RING JOINT FLANGED",,
3419,99,0,21,536,"2"" & LARGER","CLASS 1500 347SS : WELD-END, BB, (BORE TO MATCH PIPE)",,
3420,99,0,21,533,"3"" & LARGER","CLASS 1500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3421,99,0,21,546,"3"" & LARGER","CLASS 1500 347SS : RING JOINT FLANGED, PSB",,
3422,99,0,23,678,"1"" ONLY","6000# BUTTWELDING, SCH. 160 BORE : 316LSS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
3423,99,0,24,573,"1/2"" - 1-1/2""","CLASS 1500 347SS : SOCKETWELD",,
3424,99,0,24,574,"2"" - 12""","CLASS 1500 347SS : WELD-END, BB, (BORE TO MATCH PIPE)",,
3425,99,0,24,572,"3"" - 12""","CLASS 1500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3426,99,0,24,587,"3"" - 12""","CLASS 1500 347SS : RING JOINT FLANGED, PSB",,
3427,99,0,42,,"2"" - 24""","CLASS 1500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
3428,99,0,43,,"1/2"" - 1-1/2""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP321, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : SCH 160",,
3429,99,0,43,,"2"" - 4""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP321, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : CALC. WALL THICKNESS (SCH. 80S MINIMUM)",,
3430,99,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A182 GR F321, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3431,99,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
3432,99,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGE I-14 THRU I-22.",,
3433,99,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
3434,99,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
3435,99,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
3436,100,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
3437,100,0,7,,"ALL","SEE CHART BC-9",,
3438,100,0,10,659,"1/2"" - 1-1/2""","CLASS 2500 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
3439,100,0,10,651,"1"" - 1-1/2""","CLASS 2500 STEEL : HORIZ. LIFT, RING JOINT,FLANGED",,
3440,100,0,10,652,"2"" ONLY","CLASS 2500 STEEL : HORIZ. LIFT, WELD-END (BORE TO MATCH PIPE)",,
3441,100,0,10,654,"3"" & LARGER","CLASS 2500 STEEL : SWING, WELD-END, BC",,
3442,100,0,13,,"1/2"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 9000",,
3443,100,0,13,,"2"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
3444,100,0,16,,"1/2"" - 1-1/2""","CLASS 2500 STEEL RING JOINT ASTM A105 ASME B16.5 : SOCKETWELD, XXS BORE",,
3445,100,0,16,,"2"" - 24""","CLASS 2500 STEEL RING JOINT ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
3446,100,0,16,,"1/2"" - 24""","CLASS 2500 STEEL RING JOINT ASTM A105 ASME B16.5 : BLIND",,
3447,100,0,20,,"ALL","SOFT IRON OVAL RING ANSI B16.20",,
3448,100,0,21,630,"1/2"" - 1-1/2""","CLASS 2500 STEEL : SOCKETWELD",,
3449,100,0,21,628,"1/2"" - 1-1/2""","CLASS 2500 STEEL : SOCKETWELD/SCREWED",,
3450,100,0,21,633,"1"" - 2""","CLASS 2500 STEEL : RING JOINT FLANGED",,
3451,100,0,21,632,"2"" ONLY","CLASS 2500 STEEL : WELD-END (BORE TO MATCH PIPE)",,
3452,100,0,21,631,"3"" & LARGER","CLASS 2500 STEEL : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3453,100,0,21,634,"3"" & LARGER","CLASS 2500 STEEL : RTJ FLANGED, PSB",,
3454,100,0,23,672,"1"" ONLY","6000# MALE SOCKETWELD END : STEEL BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
3455,100,0,24,648,"1/2"" - 1-1/2""","CLASS 2500 STEEL : SOCKETWELD",,
3456,100,0,24,641,"1"" - 1-1/2""","CLASS 2500 STEEL : RING JOINT FLANGED",,
3457,100,0,24,642,"2"" ONLY","CLASS 2500 STEEL : WELD-END (BORE TO MATCH PIPE)",,
3458,100,0,24,643,"3"" - 12""","CLASS 2500 STEEL : WELD-END (BORE TO MATCH PIPE), PSB",,
3459,100,0,24,649,"3"" - 12""","CLASS 2500 STEEL : RTJ FLANGED, PSB",,
3460,100,0,39,663,"2"" - 3""","CLASS 2500 STEEL : RING JOINT FLANGED, TFE SEAT",,
3461,100,0,42,,"2"" - 24""","CLASS 2500 STEEL RING JOINT ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
3462,100,0,43,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XXS WEIGHT",,
3463,100,0,43,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : CALCULATE WALL THICKNESS (XS MINIMUM)",,
3464,100,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3465,100,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
3466,100,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
3467,100,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
3468,100,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
3469,100,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
3470,101,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
3471,101,0,7,,"ALL","SEE CHART BC-11",,
3472,101,0,10,658,"1/2"" - 1-1/2""","CLASS 2500 347SS : HORIZONTAL LIFT, SOCKETWELD",,
3473,101,0,10,656,"2"" ONLY","CLASS 2500 347SS : HORIZONTAL LIFT, WELD-END (BORE TO MATCH PIPE)",,
3474,101,0,10,660,"3"" & LARGER","CLASS 2500 347SS : SWING, WELD-END, BC",,
3475,101,0,13,,"1/2"" - 1-1/2""","SEAMLESS STAINLESS STEEL BUTTWELDING ASTM A403 GR WP347, ASME B16.9 : XXS WEIGHT",,
3476,101,0,13,,"2"" - 4""","SEAMLESS STAINLESS STEEL BUTTWELDING ASTM A403 GR WP347, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
3477,101,0,13,,"6"" - 24""","CENTRIFUGALLY CAST HF MODIFIED ALLOY, MANUFACTURED TO ASTM A451 AND ARCO SPECIFICATION SLA-0100-240 (C.P. ONLY) MILL CERTS REQUIRED FOR ALL FITTINGS : WALL THICKNESS TO MATCH PIPE",,
3478,101,0,16,,"1/2"" - 1-1/2""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F347, ASME B16.5 : WELDING NECK, XXS BORE",,
3479,101,0,16,,"2"" - 4""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F347, ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
3480,101,0,16,,"1/2"" - 24""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F347, ASME B16.5 : BLIND",,
3481,101,0,16,,"6"" - 24""","CLASS 2500 CENTRIFUGALLY CAST HF MODIFIED ALLOY, RING JOINT, MANUFACTURED TO ASTM A451 AND ARCO SPECIFICATION SLA-0100-240 (C.P. ONLY) ASME B16.5 MILL CERTS REQUIRED FOR ALL FLANGES : WELDING NECK, BORE TO MATCH PIPE",,
3482,101,0,20,,"ALL","TYPE 347SS OVAL RING, ANSI B16.20",,
3483,101,0,21,635,"1/2"" - 1-1/2""","CLASS 2500 347SS : SOCKETWELD",,
3484,101,0,21,636,"1/2"" - 1-1/2""","CLASS 2500 347SS : SOCKETWELD/SCREWED",,
3485,101,0,21,637,"1"" - 2""","CLASS 2500 347SS : RING JOINT FLANGED",,
3486,101,0,21,638,"2"" ONLY","CLASS 2500 347SS : WELD-END (BORE TO MATCH PIPE)",,
3487,101,0,21,640,"3"" & LARGER","CLASS 2500 347SS : RING JOINT FLANGED, PSB",,
3488,101,0,21,639,"3"" & LARGER","CLASS 2500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3489,101,0,23,678,"1"" ONLY","6000# BUTTWELDING, XXS BORE : 316LSS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
3490,101,0,24,647,"1/2"" - 1-1/2""","CLASS 2500 347SS : SOCKETWELD",,
3491,101,0,24,645,"2"" ONLY","CLASS 2500 347SS : WELD-END (BORE TO MATCH PIPE)",,
3492,101,0,24,650,"3"" & LARGER","CLASS 2500 347SS : RING JOINT FLANGED, PSB",,
3493,101,0,24,646,"3"" & LARGER","CLASS 2500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3494,101,0,42,,"2"" - 4""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F347, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
3495,101,0,42,,"6"" - 24""","CLASS 2500 CENTRIFUGALLY CAST HF MODIFIED ALLOY, RING JOINT, MANUFACTURED TO ASTM A451 AND ARCO SPECIFICATION SLA-0100-240 (C.P. ONLY), ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS MILL CERTS REQUIRED FOR ALL FLANGES : WELDING NECK, BORE TO MATC",,
3496,101,0,43,,"1/2"" - 1-1/2""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP347, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : XXS WEIGHT",,
3497,101,0,43,,"2"" - 4""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP347, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS",,
3498,101,0,43,,"6"" - 24""","CENTRIFUGALLY CAST HF MODIFIED ALLOY, MANUFACTURED TO ASTM A451 AND ARCO SPECIFICATION SLA-0100-240 (C.P. ONLY) MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS",,
3499,101,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A182 GR F347, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3500,101,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
3501,101,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
3502,101,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
3503,101,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
3504,101,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
3505,102,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
3506,102,0,7,,"ALL","SEE CHART BC-9",,
3507,102,0,10,658,"1/2"" - 1-1/2""","CLASS 2500 347SS : HORIZONTAL LIFT, SOCKETWELD",,
3508,102,0,10,656,"2"" ONLY","CLASS 2500 347SS : HORIZONTAL LIFT, WELD-END (BORE TO MATCH PIPE)",,
3509,102,0,10,660,"3"" & LARGER","CLASS 2500 347SS : SWING, WELD-END, BC",,
3510,102,0,13,,"1/2"" - 1-1/2""","FORGED STAINLESS STEEL SOCKETWELD ASTM A182 GR WP321 ANSI B16.11, MILL CERTS REQUIRED FOR ALL FITTINGS : CLASS 9000",,
3511,102,0,13,,"2"" - 24""","SEAMLESS STAINLESS STEEL BUTTWELDING ASTM A403 GR WP321, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
3512,102,0,16,,"1/2"" - 1-1/2""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.5 : WELDING NECK, XXS BORE",,
3513,102,0,16,,"2"" - 24""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
3514,102,0,16,,"1/2"" - 24""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.5 : BLIND",,
3515,102,0,20,,"ALL","TYPE 347SS OVAL RING, ANSI B16.20",,
3516,102,0,21,635,"1/2"" - 1-1/2""","CLASS 2500 347SS : SOCKETWELD",,
3517,102,0,21,636,"1/2"" - 1-1/2""","CLASS 2500 347SS : SOCKETWELD/SCREWED",,
3518,102,0,21,637,"1"" - 2""","CLASS 2500 347SS : RING JOINT FLANGED",,
3519,102,0,21,638,"2"" ONLY","CLASS 2500 347SS : WELD-END (BORE TO MATCH PIPE)",,
3520,102,0,21,640,"3"" & LARGER","CLASS 2500 347SS : RING JOINT FLANGED, PSB",,
3521,102,0,21,639,"3"" & LARGER","CLASS 2500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3522,102,0,23,678,"1"" ONLY","6000# BUTTWELDING, XXS BORE : 316LSS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
3523,102,0,24,647,"1/2"" - 1-1/2""","CLASS 2500 347SS : SOCKETWELD",,
3524,102,0,24,645,"2"" ONLY","CLASS 2500 347SS : WELD-END (BORE TO MATCH PIPE)",,
3525,102,0,24,650,"3"" & LARGER","CLASS 2500 347SS : RING JOINT FLANGED, PSB",,
3526,102,0,24,646,"3"" & LARGER","CLASS 2500 347SS : WELD-END, PSB, (BORE TO MATCH PIPE)",,
3527,102,0,42,,"2"" - 24""","CLASS 2500 STAINLESS STEEL RING JOINT ASTM A182 GR F321, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
3528,102,0,43,,"1/2"" - 1-1/2""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP321, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : XXS WEIGHT",,
3529,102,0,43,,"2"" - 24""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP321, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS (SCH 80S MIN.)",,
3530,102,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A182 GR F321, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3531,102,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
3532,102,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
3533,102,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
3534,102,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
3535,102,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
3536,103,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE",,
3537,103,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE : REDUCING TEE",,
3538,103,0,13,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316 ANSI B16.11 : CLASS 3000",,
3539,103,0,21,393,"1/4"" - 1/2""","CLASS 800 316 STAINLESS STEEL : FNPT API 602",,
3540,103,0,22,,"1/2"" ONLY","STAINLESS STEEL, TYPE 316 : AGCO CT7S-44 OR ARCO APPROVED EQUAL",,
3541,103,0,35,668,"1/2"" ONLY","6000# @ 200F CARBON STEEL : FNPT",,
3542,103,0,35,669,"1/2"" ONLY","6000# @ 200F CARBON STEEL : MNPT X FNPT",,
3543,103,0,35,670,"1/2"" ONLY","6000# 316 STAINLESS STEEL : SWAGELOK (LAR ONLY)",,
3544,103,0,43,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.19M MILL CERTS REQUIRED FOR ALL PIPE : SCH 80S",,
3545,103,0,46,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.19M MILL CERTS REQUIRED FOR ALL PIPE : SCH 160, TBE, MAX. LENGTH 6""",,
3546,103,0,48,,"1/2"" - 1""","STAINLESS STEEL ASTM A182 GR F316 ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3547,103,0,55,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL, ASTM A403 GR WP316 : CONC. SWAGE, SCH 160, TBE",,
3548,103,0,57,683,"1/2"" ONLY","6000# @ 200F CARBON STEEL : FLANGED X FNPT",,
3549,103,0,57,681,"1/2"" ONLY","6000# @ 1000F 316 STAINLESS STEEL : FLANGED X SWAGELOK (LAR ONLY)",,
3550,103,0,59,,"1/2"" & SMALLER","STAINLESS STEEL, ASME SA479 TYPE 316 OR ASME SA182 GR F316, COMPRESSION TYPE, WITH STAINLESS STEEL FERRULES : PARKER CPI (C.P. ONLY) SWAGELOK (LAR ONLY)",,
3551,103,0,60,,"1/4"" - 1/2"" OD","STAINLESS STEEL ASTM A269 GR TP316, TESTED TO ASTM A450 : SEAMLESS, FULL ANNEALED .035"" WALL",,
3552,103,0,64,687,"1/2"" ONLY","6000# @ 200F CARBON STEEL : FNPT",,
3553,103,0,64,685,"1/2"" ONLY","6000# @ 200F CARBON STEEL : SWAGELOK X DRAIN FNPT (LAR ONLY)",,
3554,103,0,65,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316 : CLASS 3000, INTEGRAL SEAT",,
3555,104,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE",,
3556,104,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE : REDUCING TEE",,
3557,104,0,13,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316, ANSI B16.11 : CLASS 3000",,
3558,104,0,21,629,"1/4"" - 1/2""","CLASS 2500 316 STAINLESS STEEL : FNPT",,
3559,104,0,22,,"1/2"" ONLY","STAINLESS STEEL, TYPE 316 : AGCO CT7S-44 OR ARCO APPROVED EQUAL",,
3560,104,0,36,668,"1/2"" ONLY","6000# AT 200F CARBON STEEL : FNPT",,
3561,104,0,36,669,"1/2"" ONLY","6000# AT 200F CARBON STEEL : MNPT X FNPT",,
3562,104,0,36,670,"1/2' ONLY","6000# STAINLESS STEEL : SWAGELOK (LAR ONLY)",,
3563,104,0,43,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : SCH 80S",,
3564,104,0,46,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : SCH 160, TBE, MAX. LENGTH 6""",,
3565,104,0,48,,"1/2"" - 1""","STAINLESS STEEL ASTM A182 GR F316, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3566,104,0,55,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL, ASTM A312, A403 GR WP316 : CONC. SWAGE, SCH160, TBE",,
3567,104,0,57,683,"1/2"" ONLY","6000# @ 200F CARBON STEEL : FLANGED/FNPT",,
3568,104,0,57,681,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : FLANGED X SWAGELOK (LAR ONLY)",,
3569,104,0,59,,"1/2"" & SMALLER","STAINLESS STEEL, ASME SA479 TYPE 316 OR ASME SA182 GR F316, COMPRESSION TYPE, WITH STAINLESS STEEL FERRULES : PARKER CPI (C.P. ONLY) SWAGELOK (LAR ONLY)",,
3570,104,0,60,,"1/4"" - 1/2"" OD","STAINLESS STEEL ASTM A213 OR A269 GR TP316, TESTED TO ASTM A450 : SEAMLESS, FULL ANNEALED .065"" WALL",,
3571,104,0,64,684,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : FNPT",,
3572,104,0,64,685,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : SWAGELOK X DRAIN FNPT (LAR ONLY)",,
3573,104,0,65,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316 : CLASS 6000, INTEGRAL SEAT",,
3574,105,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE",,
3575,105,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE : REDUCING TEE",,
3576,105,0,13,,"1/2"" - 1""","FORGED ALLOY 20 , SCREWED, ASTM, B462, UNS N08020, ANSI B16.11 : CLASS 3000",,
3577,105,0,21,263,"1/4"" - 1/2""","CLASS 600 ALLOY 20 : FNPT",,
3578,105,0,22,,"1/2"" ONLY","ALLOY 20 : USE ALLOY 20 PIPE PIG TAIL SCH 80S",,
3579,105,0,35,665,"1/2"" ONLY","5000# at 200F ALLOY 20 : FNPT",,
3580,105,0,35,671,"1/2"" ONLY","5000# AT 100F ALLOY 20 : SWAGELOK (LAR ONLY)",,
3581,105,0,43,,"1/2"" - 1""","WELDED ALLOY 20, ASTM B464, UNS N08020 : SCHEDULE 80S",,
3582,105,0,46,,"1/2"" - 1""","ALLOY 20, ASTM B464 : SCH 80S, TBE, MAX LENGTH 6""",,
3583,105,0,48,,"1/2"" - 1""","ALLOY 20 , ASTM B462, UNS N08020, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3584,105,0,55,,"1/2"" - 1""","ALLOY 20, ASTM B366 UNS N08020 : CONC SWAGE, SCH 80S, TBE",,
3585,105,0,57,682,"1/2"" ONLY","5000# at 200F ALLOY 20 : FLANGED X FNPT",,
3586,105,0,59,,"1/2"" & SMALLER","ALLOY 20 Cb-3, COMPRESSION TYPE WITH ALLOY 20 FERRULES : PARKER CPI (C.P. ONLY) SWAGELOK (LAR ONLY)",,
3587,105,0,60,,"1/4"" - 1/2"" OD","WELDED ALLOY 20, ANNEALED ASTM B468, UNS N08020 : 0.035"" WALL",,
3588,105,0,64,686,"1/2"" ONLY","5000# AT 200F ALLOY : FNPT",,
3589,105,0,65,,"1/2"" - 1""","FORGED ALLOY 20, SCREWED, ASTM B462, UNS N08020 : CLASS 3000, INTEGRAL SEAT",,
3590,106,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE",,
3591,106,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE : REDUCING TEE",,
