id,valve_id,component_name,component_text,created_at,updated_at
5932,503,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
5933,503,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
5934,503,OPERATOR,HANDWHEEL,,
5935,503,PACKING,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
5936,503,PORT,REDUCED,,
5937,503,RATING,ASME CLASS 900,,
5938,503,SEAT INSERT,TEFLON TFE 500F MAX. TEMPERATURE),,
5939,503,SEAT RING,410 STAINLESS STEEL,,
5940,503,STANDARD,TESTED TO API 6D,,
5941,503,STEM,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
5942,503,TRIM,CORE: CARBON STEEL WITH NICKEL OVERLAY FACING,,
5943,503,TYPE,ORBIT,,
5944,504,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCC",,
5945,504,BONNET,"BOLTED, QUARTER-TURN RISE WITH POSITION INDICATOR",,
5946,504,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
5947,504,ENDS,RING JOINT FLANGED,,
5948,504,OPERATOR,HANDWHEEL,,
5949,504,PACKING,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
5950,504,PORT,REDUCED,,
5951,504,RATING,ASME CLASS 900,,
5952,504,SEAT INSERT,TEFLON TFE (500F MAX. TEMPERATURE),,
5953,504,SEAT RING,17-4PH STAINLESS STEEL TREATED TO 33 RC OR K-MONEL,,
5954,504,STANDARD,TESTED TO API 6D,,
5955,504,STEM,K-MONEL,,
5956,504,TRIM,CORE: CARBON STEEL WITH HASTELLOY OVERLAY FACING,,
5957,504,TYPE,ORBIT,,
5958,505,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCC",,
5959,505,BONNET,"BOLTED, QUARTER-TURN RISE WITH POSITION INDICATOR",,
5960,505,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
5961,505,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
5962,505,OPERATOR,HANDWHEEL,,
5963,505,PACKING,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
5964,505,PORT,REDUCED,,
5965,505,RATING,ASME CLASS 900,,
5966,505,SEAT INSERT,TEFLON TFE (500F MAX. TEMPERATURE),,
5967,505,SEAT RING,17-4PH STAINLESS STEEL HEAT TREATED TO 33 RC OR K-MONEL,,
5968,505,STANDARD,TESTED TO API 6D,,
5969,505,STEM,K-MONEL,,
5970,505,TRIM,CORE: CARBON STEEL WITH HASTELLOY OVERLAY FACING,,
5971,505,TYPE,ORBIT,,
5972,506,BODY,"FORGED CARBON STEEL, ASTM A105",,
5973,506,BONNET,"WELDED, OS&Y",,
5974,506,DISC,SOLID,,
5975,506,ENDS,SOCKETWELD/SCREWED,,
5976,506,OPERATOR,HANDWHEEL,,
5977,506,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
5978,506,PORT,REDUCED,,
5979,506,RATING,ASME CLASS 1500,,
5980,506,STANDARD,API 602,,
5981,506,STEM,11-13% CR.,,
5982,506,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
5983,506,TYPE,GATE,,
5984,507,BODY,FORGED CARBON STEEL; ASTM A105,,
5985,507,BONNET,"BOLTED, OS&Y, RING JOINT",,
5986,507,DISC,SOLID,,
5987,507,ENDS,RING JOINT FLANGED,,
5988,507,OPERATOR,HANDWHEEL,,
5989,507,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
5990,507,PORT,FULL,,
5991,507,RATING,ASME CLASS 1500,,
5992,507,STANDARD,API 602,,
5993,507,STEM,11-13% CR.,,
5994,507,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
5995,507,TYPE,GATE,,
5996,508,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB. WALL THICKNESS SHALL MEET API 600 CLASS B.",,
5997,508,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
5998,508,DISC,FLEXIBLE,,
5999,508,ENDS,BUTT WELDING; ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6000,508,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6001,508,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6002,508,PORT,FULL,,
6003,508,RATING,ASME CLASS 1500,,
6004,508,STANDARD,ASME B16.34,,
6005,508,STEM,11-13% CR.,,
6006,508,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
6007,508,TYPE,GATE - PRESSURE SEAL,,
6008,509,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
6009,509,BONNET,"BOLTED, OS&Y",,
6010,509,DISC,SOLID,,
6011,509,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
6012,509,OPERATOR,"2""-8"" HANDWHEEL, 10""-14"" GEAR",,
6013,509,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6014,509,PORT,FULL,,
6015,509,RATING,ASME CLASS 1500,,
6016,509,STANDARD,API 600,,
6017,509,STEM,11-13% CR.,,
6018,509,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6019,509,TYPE,GATE,,
6020,510,BODY,"FORGED 1-1/4 CR - 1/2 MO; ASTM A182, GR F11",,
6021,510,BONNET,"WELDED, OS&Y",,
6022,510,DISC,SOLID,,
6023,510,ENDS,SOCKETWELD/SCREWED,,
6024,510,OPERATOR,HANDWHEEL,,
6025,510,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6026,510,PORT,REDUCED,,
6027,510,RATING,ASME CLASS 1500,,
6028,510,STANDARD,API 602,,
6029,510,STEM,11-13% CR.,,
6030,510,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6031,510,TYPE,GATE,,
6032,511,BODY,"FORGED 1-1/4 CR - 1/2 MO; ASTM 182, GR F11",,
6033,511,BONNET,"BOLTED, OS&Y, RING JOINT",,
6034,511,DISC,SOLID,,
6035,511,ENDS,RING JOINT FLANGED,,
6036,511,OPERATOR,HANDWHEEL,,
6037,511,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6038,511,PORT,FULL,,
6039,511,RATING,ASME CLASS 1500,,
6040,511,STANDARD,API 602,,
6041,511,STEM,11-13% CR.,,
6042,511,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6043,511,TYPE,GATE,,
6044,512,BODY,"CAST 1-1/4 CR - 1/2 MO; ASTM A217, GR WC6",,
6045,512,BONNET,"BOLTED, OS&Y, RING JOINT",,
6046,512,DISC,SOLID,,
6047,512,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
6048,512,OPERATOR,"2""-8"" HANDWHEEL, 10""-14"" GEAR",,
6049,512,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6050,512,PORT,FULL,,
6051,512,RATING,ASME CLASS 1500,,
6052,512,STANDARD,API 600,,
6053,512,STEM,11-13% CR.,,
6054,512,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6055,512,TYPE,GATE,,
6056,513,BODY,CAST 1-1/4 CR - 1/2 MO; ASTM A217. GR WC6. WALL THICKNESS SHALL MEET API 600 CLASS B.,,
6057,513,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
6058,513,DISC,FLEXIBLE,,
6059,513,ENDS,BUTT WELDING; ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6060,513,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6061,513,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6062,513,PORT,FULL,,
6063,513,RATING,ASME CLASS 1500,,
6064,513,STANDARD,ASME B16.34,,
6065,513,STEM,11-13% CR.,,
6066,513,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6067,513,TYPE,GATE - PRESSURE SEAL,,
6068,514,BODY,"FORGED CARBON STEEL, ASTM A105",,
6069,514,BONNET,"WELDED, OS&Y",,
6070,514,DISC,SOLID,,
6071,514,ENDS,SOCKETWELD/SCREWED,,
6072,514,OPERATOR,HANDWHEEL,,
6073,514,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6074,514,PORT,REDUCED,,
6075,514,RATING,ASME CLASS 1500,,
6076,514,STANDARD,API 602,,
6077,514,STEM,316 STAINLESS STEEL,,
6078,514,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
6079,514,TYPE,GATE,,
6080,515,BODY,FORGED CARBON STEEL; ASTM A105,,
6081,515,BONNET,"BOLTED, OS&Y, RING JOINT",,
6082,515,DISC,SOLID,,
6083,515,ENDS,RING JOINT FLANGED,,
6084,515,OPERATOR,HANDWHEEL,,
6085,515,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6086,515,PORT,FULL,,
6087,515,RATING,ASME CLASS 1500,,
6088,515,STANDARD,API 602,,
6089,515,STEM,316 STAINLESS STEEL,,
6090,515,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
6091,515,TYPE,GATE,,
6092,516,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB. WALL THICKNESS SHALL MEET API 600 CLASS B.",,
6093,516,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
6094,516,DISC,FLEXIBLE,,
6095,516,ENDS,BUTT WELDING; ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6096,516,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6097,516,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6098,516,PORT,FULL,,
6099,516,RATING,ASME CLASS 1500,,
6100,516,STANDARD,ASME B16.34,,
6101,516,STEM,316 STAINLESS STEEL,,
6102,516,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
6103,516,TYPE,GATE - PRESSURE SEAL,,
6104,517,BODY,"FORGED 2-1/4 CR - 1 MO; ASTM A182, GR F22",,
6105,517,BONNET,"BOLTED, OS&Y",,
6106,517,DISC,SOLID,,
6107,517,ENDS,SOCKETWELD/SCREWED,,
6108,517,OPERATOR,HANDWHEEL,,
6109,517,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6110,517,PORT,FULL,,
6111,517,RATING,ASME CLASS 1500,,
6112,517,STANDARD,API 602,,
6113,517,STEM,11-13% CR.,,
6114,517,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6115,517,TYPE,GATE,,
6116,518,BODY,"FORGED 2-1/4 CR - 1 MO; ASTM A182, GR F22",,
6117,518,BONNET,"BOLTED, OS&Y, RING JOINT",,
6118,518,DISC,SOLID,,
6119,518,ENDS,RING JOINT FLANGED,,
6120,518,OPERATOR,HANDWHEEL,,
6121,518,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6122,518,PORT,FULL,,
6123,518,RATING,ASME CLASS 1500,,
6124,518,STANDARD,API 602,,
6125,518,STEM,11-13% CR.,,
6126,518,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6127,518,TYPE,GATE,,
6128,519,BODY,"CAST 2-1/4 CR - 1 MO; ASTM A217, GR WC9",,
6129,519,BONNET,"BOLTED, OS&Y",,
6130,519,DISC,SOLID,,
6131,519,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
6132,519,OPERATOR,"2""-8"" HANDWHEEL, 10""-14"" GEAR",,
6133,519,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6134,519,PORT,FULL,,
6135,519,RATING,ASME CLASS 1500,,
6136,519,STANDARD,API 600,,
6137,519,STEM,11-13% CR.,,
6138,519,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6139,519,TYPE,GATE,,
6140,520,BODY,"FORGED 5 CR - 1/2 MO; ASTM A182, GR F5",,
6141,520,BONNET,"BOLTED, OS&Y",,
6142,520,DISC,SOLID,,
6143,520,ENDS,SOCKETWELD/SCREWED,,
6144,520,OPERATOR,HANDWHEEL,,
6145,520,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6146,520,PORT,FULL,,
6147,520,RATING,ASME CLASS 1500,,
6148,520,STANDARD,API 602,,
6149,520,STEM,11-13% CR.,,
6150,520,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6151,520,TYPE,GATE,,
6152,521,BODY,"FORGED 5 CR - 1/2 MO; ASTM A182, GR F5",,
6153,521,BONNET,"BOLTED, OS&Y",,
6154,521,DISC,SOLID,,
6155,521,ENDS,RING JOINT FLANGED,,
6156,521,OPERATOR,HANDWHEEL,,
6157,521,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6158,521,PORT,FULL,,
6159,521,RATING,ASME CLASS 1500,,
6160,521,STANDARD,ASME B16.34,,
6161,521,STEM,11-13% CR.,,
6162,521,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6163,521,TYPE,GATE,,
6164,522,BODY,"CAST 5 CR - 1/2 MO; ASTM A217, GR C5",,
6165,522,BONNET,"BOLTED, OS&Y",,
6166,522,DISC,FLEXIBLE,,
6167,522,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
6168,522,OPERATOR,"2""-8"" HANDWHEEL, 10""-14"" GEAR",,
6169,522,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6170,522,PORT,FULL,,
6171,522,RATING,ASME CLASS 1500,,
6172,522,STANDARD,API 600,,
6173,522,STEM,11-13% CR.,,
6174,522,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6175,522,TYPE,GATE,,
6176,523,BODY,"FORGED CARBON STEEL, ASTM A105",,
6177,523,BONNET,"WELDED, OS&Y",,
6178,523,DISC,SOLID,,
6179,523,ENDS,SOCKETWELD,,
6180,523,OPERATOR,HANDWHEEL,,
6181,523,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6182,523,PORT,REDUCED,,
6183,523,RATING,ASME CLASS 1500,,
6184,523,STANDARD,API 602,,
6185,523,STEM,11-13% CR.,,
6186,523,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6187,523,TYPE,GATE,,
6188,524,BODY,"FORGED CARBON STEEL, ASTM A105",,
6189,524,BONNET,"WELDED, OS&Y",,
6190,524,DISC,SOLID,,
6191,524,ENDS,SOCKETWELD/SCREWED,,
6192,524,OPERATOR,HANDWHEEL,,
6193,524,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6194,524,PORT,FULL,,
6195,524,RATING,ASME CLASS 1500,,
6196,524,STANDARD,API 602,,
6197,524,STEM,316 STAINLESS STEEL,,
6198,524,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
6199,524,TYPE,GATE,,
6200,525,BODY,"FORGED CARBON STEEL, ASTM A105",,
6201,525,BONNET,"BOLTED, OS&Y, RING JOINT",,
6202,525,DISC,SOLID,,
6203,525,ENDS,RING JOINT FLANGED,,
6204,525,OPERATOR,HANDWHEEL,,
6205,525,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6206,525,PORT,FULL,,
6207,525,RATING,ASME CLASS 1500,,
6208,525,STANDARD,API 602,,
6209,525,STEM,11-13% CR.,,
6210,525,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
6211,525,TYPE,GATE,,
6212,526,BODY,"CAST CARBON STEEL; ASTM A216, GR WCB",,
6213,526,BONNET,"BOLTED BONNET, OS&Y",,
6214,526,DISC,FLEXIBLE,,
6215,526,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
6216,526,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6217,526,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6218,526,PORT,FULL,,
6219,526,RATING,ASME CLASS 1500,,
6220,526,STANDARD,API 600,,
6221,526,STEM,11-13% CR.,,
6222,526,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
6223,526,TYPE,GATE,,
6224,527,BODY,"CAST 2-1/4 CR - 1 MO; ASTM A217, GR WC9. WALL THICKNESS SHALL MEET API 600 CLASS B.",,
6225,527,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
6226,527,DISC,FLEXIBLE,,
6227,527,ENDS,BUTT WELDING; ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6228,527,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6229,527,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6230,527,PORT,FULL,,
6231,527,RATING,ASME CLASS 1500,,
6232,527,STANDARD,ASME B16.34,,
6233,527,STEM,11-13% CR.,,
6234,527,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6235,527,TYPE,GATE - PRESSURE SEAL,,
6236,528,BODY,"CAST CARBON STEEL; ASTM 216, GR. WCB. WALL THICKNESS SHALL MEET API 600 CLASS B.",,
6237,528,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
6238,528,DISC,FLEXIBLE,,
6239,528,ENDS,BUTT WELDING; ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6240,528,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6241,528,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6242,528,PORT,FULL,,
6243,528,RATING,ASME CLASS 1500,,
6244,528,STANDARD,ASME B16.34,,
6245,528,STEM,11-13% CR.,,
6246,528,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
6247,528,TYPE,GATE - PRESSURE SEAL,,
6248,530,BODY,"FORGED 347 STAINLESS STEEL; ASTM A182, GR F347",,
6249,530,BONNET,"BOLTED, OS&Y",,
6250,530,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
6251,530,DISC,SOLID,,
6252,530,ENDS,SOCKETWELD/SCREWED,,
6253,530,OPERATOR,HANDWHEEL,,
6254,530,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6255,530,PORT,FULL,,
6256,530,RATING,ASME CLASS 1500,,
6257,530,SERVICE,HYDROGEN AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
6258,530,STANDARD,API 602,,
6259,530,STEM,347 STAINLESS STEEL,,
6260,530,TRIM,"DISC: 347 STAINLESS STEEL, SEAT: 347 STAINLESS STEEL, CO CR-A HARDFACED",,
6261,530,TYPE,GATE,,
6262,531,BODY,"FORGED 347 STAINLESS STEEL; ASTM A182, GR F347",,
6263,531,BONNET,"BOLTED, OS&Y, RING JOINT",,
6264,531,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
6265,531,DISC,SOLID,,
6266,531,ENDS,RING JOINT FLANGED,,
6267,531,OPERATOR,HANDWHEEL,,
6268,531,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6269,531,PORT,FULL,,
6270,531,RATING,ASME CLASS 1500,,
6271,531,SERVICE,HYDROGEN AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
6272,531,STANDARD,ASME B16.34,,
6273,531,STEM,347 STAINLESS STEEL,,
6274,531,TRIM,"DISC: 347 STAINLESS STEEL, CO CR-A HARDFACED, SEAT: 347 STAINLESS STEEL, CO CR-A HARDFACED",,
6275,531,TYPE,GATE,,
6276,532,BODY,"CAST CARBON STEEL: ASTM A216, GR. WCB. WALL THICKNESS SHALL MEET API 600 CLASS B.",,
6277,532,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
6278,532,DISC,FLEXIBLE,,
6279,532,ENDS,BUTT WELDING ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6280,532,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6281,532,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6282,532,PORT,FULL,,
6283,532,RATING,ASME CLASS 1500,,
6284,532,STANDARD,ASME B16.34,,
6285,532,STEM,11-13% CR.,,
6286,532,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
6287,532,TYPE,GATE - PRESSURE SEAL,,
6288,533,BODY,"CAST 347 STAINLESS STEEL; ASTM 351, GR. CF8C. WALL THICKNESS SHALL MEET API 600 CLASS B.",,
6289,533,BONNET,"BOLTED PRESSURE SEAL, OS&Y",,
6290,533,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
6291,533,DISC,FLEXIBLE,,
6292,533,ENDS,BUTT WELDING ASME B16.10: SHORT BODY (SPECIFY WELD END BORE),,
6293,533,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6294,533,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6295,533,PORT,FULL,,
6296,533,RATING,ASME CLASS 1500,,
6297,533,SERVICE,HYDROGEN AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
6298,533,STANDARD,ASME B16.34,,
6299,533,STEM,321 OR 347 STAINLESS STEEL,,
6300,533,TRIM,"DISC: 347 STAINLESS STEEL, CO CR-A HARDFACED, SEAT: 347 STAINLESS STEEL, CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6301,533,TYPE,GATE - PRESSURE SEAL,,
6302,534,BODY,"FORGED 347 STAINLESS STEEL; ASTM A182, GR F347",,
6303,534,BONNET,"BOLTED, OS&Y",,
6304,534,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
6305,534,DISC,SOLID,,
6306,534,ENDS,SOCKETWELD,,
6307,534,OPERATOR,HANDWHEEL,,
6308,534,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6309,534,PORT,FULL,,
6310,534,RATING,ASME CLASS 1500,,
6311,534,SERVICE,HYDROGEN AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
6312,534,STANDARD,API 602,,
6313,534,STEM,347 STAINLESS STEEL,,
6314,534,TRIM,"DISC: 347 STAINLESS STEEL, SEAT: 347 STAINLESS STEEL, CO CR-A HARDFACED",,
6315,534,TYPE,GATE,,
6316,535,BODY,"CAST CARBON STEEL: ASTM A216, GR. WCB.",,
6317,535,BONNET,"BOLTED BONNET, OS&Y",,
6318,535,DISC,FLEXIBLE,,
6319,535,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
6320,535,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6321,535,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6322,535,PORT,FULL,,
6323,535,RATING,ASME CLASS 1500,,
6324,535,STANDARD,API 600,,
6325,535,STEM,11-13% CR.,,
6326,535,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
6327,535,TYPE,GATE,,
6328,536,BODY,,,
6329,536,BONNET,"BOLTED BONNET, OS&Y",,
6330,536,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
6331,536,DISC,FLEXIBLE,,
6332,536,ENDS,,,
6333,536,OPERATOR,"2""-8"" HANDWHEEL, 10""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
6334,536,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
6335,536,PORT,FULL,,
6336,536,RATING,ASME CLASS 1500,,
6337,536,SERVICE,HYDROGEN AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
6338,536,STANDARD,API 600,,
6339,536,STEM,347 STAINLESS STEEL,,
6340,536,TRIM,"DISC: 347 STAINLESS STEEL, CO CR-A HARDFACED, SEAT: 347 STAINLESS STEEL, CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
6341,536,TYPE,GATE,,
6342,537,BODY,CAST 1-1/4 CR - 1/2 MO; ASTM A217. GR WC6,,
6343,537,BONNET,"BOLTED BONNET, OS&Y",,
6344,537,DISC,FLEXIBLE,,
6345,537,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
