id,valve_code,valve_note,manufacturers_remarks,discontinued,created_at,updated_at
598,V15513,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
599,V15514,,,0,,
600,V15516,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
601,V15521,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) CALSS 1680, Y-PATTERN",0,,
602,V15522,,,0,,
603,V15523,,"(1) CLASS 1680, Y-PATTERN, SPRING LOADED",0,,
604,V15524,,DISCONTINUED,1,,
605,V15525,,DISCONTINUED,1,,
606,V15526,,DISCONTINUED,1,,
607,V15527,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",(1) SPRING LOADED,0,,
608,V15528,,,0,,
609,V15529,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",(1) SPRING LOADED,0,,
610,V15530,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
611,V15531,,,0,,
612,V15532,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
613,V15533,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
614,V15534,,,0,,
615,V15535,,,0,,
616,V15536,,,0,,
617,V15537,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED  TO BE SUBMITTED. ",,0,,
618,V15700,,EXISTING AT C.P.,0,,
619,V15701,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",EXISTING AT C.P.,0,,
620,V15702,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",EXISTING AT C.P.,0,,
621,V15800,"1) RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICL",,0,,
622,V15801,"1)  RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTIC",,0,,
623,V15802,"FIRESAFE TO API 607, LATEST EDITION, REQUIRED. ",,0,,
624,V15803,"FIRESAFE TO API 607, LATEST EDITION, REQUIRED. ",,0,,
625,V15804,"1)  FIRESAFE TO API 607, LATEST EDITION, REQUIRED.  2)  RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR S",,0,,
626,V15805,"1)  FIRESAFE TO API 607, LATEST EDITION, REQUIRED.  2)  RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR S",,0,,
627,V15810,,,0,,
628,V25001,,,0,,
629,V25002,,,0,,
630,V25003,,,0,,
631,V25004,,,0,,
632,V25005,,,0,,
633,V25006,,,0,,
634,V25007,,,0,,
635,V25008,,,0,,
636,V25009,,,0,,
637,V25010,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
638,V25012,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
639,V25013,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
640,V25014,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
641,V25400,,"(1) CLASS 2680, Y-PATTERN",0,,
642,V25401,,"(1) CLASS 2680, Y-PATTERN",0,,
643,V25403,,(1) Y-PATTERN,0,,
644,V25406,,DISCONTINUED,1,,
645,V25407,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) CLASS 2680, Y-PATTERN",0,,
646,V25408,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",(1) Y-PATTERN,0,,
647,V25409,,"(1) CLASS 2680, Y-PATTERN",0,,
648,V25410,,,0,,
649,V25411,,,0,,
650,V25412,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
651,V25500,,,0,,
652,V25501,,,0,,
653,V25503,,DISCONTINUED,1,,
654,V25504,,,0,,
655,V25507,,DISCONTINUED,1,,
656,V25508,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) CLASS 2680, Y-PATTERN, SPRING LOADED",0,,
657,V25509,,DISCONTINUED,1,,
658,V25510,,,0,,
659,V25511,,,0,,
660,V25512,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
661,V25820,,,0,,
662,V25830,,,0,,
663,V25840,"FIRESAFE TO API 607, LATEST EDITION, REQUIRED. ",,0,,
664,V50810,,,0,,
665,V50811,"ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS, DATED 11/30/87. ",,0,,
666,V50812,,,0,,
667,V50813,"ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS, DATED 11/30/87. ",,0,,
668,V50814,,,0,,
669,V50815,,,0,,
670,V50820,,,0,,
671,V50821,"ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS, DATED 11/30/87. ",,0,,
672,V60800,,,0,,
673,V60801,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED  TO BE SUBMITTED. ",,0,,
674,V60810,,,0,,
675,V60820,,,0,,
676,V60830,,,0,,
677,V60840,,DISCONTINUED,1,,
678,V60850,,,0,,
679,V60860,,DISCONTINUED,1,,
680,V60910,,"(1) REQUIRES ""-R3V"" OPTION WHEN USING ROSEMOUNT 3051C",0,,
681,V60911,,,0,,
682,V60912,"ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS,  DATED 11/30/87. ","(1) REQUIRES ""-R3V"" OPTION WHEN USING ROSEMOUNT 3051C",0,,
683,V60913,,"(1) REQUIRES ""-RV3V"" OPTION WHEN USING ROSEMOUNT 3051C",0,,
684,V60920,,,0,,
685,V60921,,,0,,
686,V60922,"ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS,  DATED 11/30/87. ",,0,,
687,V60923,,,0,,
688,V90401,,,0,,
