Valve_No,Valve_Comp_Name,Component_Text,Last_Updt_Id,Last_Updt_Date
V15440,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V15440,PORT                                              ,N/A,,
V15440,RATING                                            ,ASME CLASS 1500,,
V15440,SERVICE                                           ,HYDROGEN AT 1000O F MAXIMUM DESIGN TEMPERATURE.,,
V15440,STANDARD                                          ,ASME B16.34,,
V15440,STEM                                              ,321 OR 347 STAINLESS STEEL,,
V15440,TRIM                                              ,PLUG: 347 STAINLESS STEEL\, CO CR-A HARDFACED\, SEAT: 347 STAINLESS STEEL\, CO CR-A HARDFACED\, WELDED-IN SEAT RINGS.,,
V15440,TYPE                                              ,GLOBE - PRESSURE SEAL,,
V15441,BODY                                              ,CAST 9 CR - 1 MO; ASTM A217\, GR C12. BODY & BONNET WALL THICKNESS SHALL MEET API 600 STYLE B.,PCSSME  ,1999-1-5
V15441,BONNET                                            ,PRESSURE SEAL\, OS&Y,PCSSME  ,1999-1-5
V15441,DISC                                              ,LOOSE\, PLUG TYPE,PCS41CR ,1997-7-15
V15441,ENDS                                              ,RING JOINT FLANGED,PCS41CR ,1997-7-15
V15441,OPERATOR                                          ,2\" - 3\" HANDWHEEL\, 4\" & LARGER GEAR WITH 80# MAX. HANDWHEEL RIM PULL BASED ON MAX. ALLOWABLE WORKING PRESSURE OF VALVE.,PCSSME  ,1999-7-19
V15441,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCS41CR ,1997-7-15
V15441,PORT                                              ,N/A,PCS41CR ,1997-7-15
V15441,RATING                                            ,ASME CLASS 1500,PCS41CR ,1997-7-15
V15441,STANDARD                                          ,ASME B16.34,PCS41CR ,1997-7-15
V15441,STEM                                              ,11 - 13% CR.,PCS41CR ,1997-7-15
V15441,TRIM                                              ,PLUG: 11 - 13% CR.\\
SEAT: 11 - 13% CR.\, CO CR-A HARDFACED\, WELDED-IN SEAT RING,PCS41CR ,1997-7-15
V15441,TYPE                                              ,GLOBE - PRESSURE SEAL,PCS41CR ,1997-7-15
V15450,BODY                                              ,CAST CARBON STEEL; ASTM A216 GR. WCB\\
,PCS41CR ,1997-7-28
V15450,BONNET                                            ,BB\, OS&Y\\
,PCS41CR ,1997-7-28
V15450,DISC                                              ,PLUG TYPE\\
,PCS41CR ,1997-7-28
V15450,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE)\\
,PCS41CR ,1997-7-28
V15450,OPERATOR                                          ,HANDWHEEL\\
,PCS41CR ,1997-7-28
V15450,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.\\
,PCS41CR ,1997-7-28
V15450,PORT                                              ,N/A\\
,PCS41CR ,1997-7-28
V15450,RATING                                            ,ASME CLASS 1500\\
,PCS41CR ,1997-7-28
V15450,STANDARD                                          ,ASME B16.34\\
,PCS41CR ,1997-7-28
V15450,STEM                                              ,11 - 13% CR\\
,PCS41CR ,1997-7-28
V15450,TRIM                                              ,PLUG: 11-13% CR.\\
SEAT: 11-13% CR.\, C0 CR-A HARDFACED\\
,PCS41CR ,1997-7-28
V15450,TYPE                                              ,GLOBE,PCS41CR ,1997-7-28
V15451,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15452,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15453,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15454,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15455,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15500,BODY                                              ,FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR. F11,,
V15500,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15500,ENDS                                              ,RING JOINT FLANGED,,
V15500,OPERATOR                                          ,N/A,,
V15500,PACKING                                           ,N/A,,
V15500,PISTON                                            ,SOLID,,
V15500,PORT                                              ,N/A,,
V15500,RATING                                            ,ASME CLASS 1500,,
V15500,STANDARD                                          ,API 602,,
V15500,STEM                                              ,N/A,,
V15500,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15500,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15501,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V15501,BONNET                                            ,WELDED CAP,,
V15501,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15501,OPERATOR                                          ,N/A,,
V15501,PACKING                                           ,N/A,,
V15501,PISTON                                            ,SOLID,,
V15501,PORT                                              ,N/A,,
V15501,RATING                                            ,ASME CLASS 1500,,
V15501,STANDARD                                          ,API 602,,
V15501,STEM                                              ,N/A,,
V15501,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15501,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15502,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V15502,BONNET                                            ,WELDED CAP,,
V15502,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15502,OPERATOR                                          ,N/A,,
V15502,PACKING                                           ,N/A,,
V15502,PISTON                                            ,SOLID,,
V15502,PORT                                              ,N/A,,
V15502,RATING                                            ,ASME CLASS 1500,,
V15502,STANDARD                                          ,API 602,,
V15502,STEM                                              ,N/A,,
V15502,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1997-11-14
V15502,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15503,BODY                                              ,FORGED 9 CR - 1 MO; ASTM A182\, GR F9,PCS41CR ,1997-7-15
V15503,BONNET                                            ,BOLTED CAP\, RING JOINT,PCS41CR ,1997-7-15
V15503,ENDS                                              ,SOCKETWELD,PCS41CR ,1997-7-15
V15503,OPERATOR                                          ,N/A,PCS41CR ,1997-7-15
V15503,PACKING                                           ,N/A,PCS41CR ,1997-7-15
V15503,PISTON                                            ,SOLID,PCS41CR ,1997-7-15
V15503,PORT                                              ,N/A,PCS41CR ,1997-7-15
V15503,RATING                                            ,ASME CLASS 1500,PCS41CR ,1997-7-15
V15503,STANDARD                                          ,API 602,PCS41CR ,1997-7-15
V15503,STEM                                              ,N/A,PCS41CR ,1997-7-15
V15503,TRIM                                              ,PISTON: 11 - 13% CR.\\
SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-7-15
V15503,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,PCS41CR ,1997-7-15
V15504,BODY                                              ,FORGED 9 CR - 1 MO; ASTM A182\, GR F9,PCS41CR ,1997-7-15
V15504,BONNET                                            ,BOLTED CAP\, RING JOINT,PCS41CR ,1997-7-15
V15504,ENDS                                              ,RING JOINT FLANGED,PCS41CR ,1997-7-15
V15504,OPERATOR                                          ,N/A,PCS41CR ,1997-7-15
V15504,PACKING                                           ,N/A,PCS41CR ,1997-7-15
V15504,PISTON                                            ,SOLID,PCS41CR ,1997-7-15
V15504,PORT                                              ,N/A,PCS41CR ,1997-7-15
V15504,RATING                                            ,ASME   CLASS 1500,PCS41CR ,1997-7-15
V15504,STANDARD                                          ,API 602,PCS41CR ,1997-7-15
V15504,STEM                                              ,N/A,PCS41CR ,1997-7-15
V15504,TRIM                                              ,PISTON: 11 - 13% CR.\\
SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-7-15
V15504,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,PCS41CR ,1997-7-15
V15506,BODY                                              ,FORGED 2-1/4 CR - 1 MO; ASTM A217\, GR WC9,,
V15506,BONNET                                            ,WELDED CAP,,
V15506,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15506,OPERATOR                                          ,N/A,,
V15506,PACKING                                           ,N/A,,
V15506,PISTON                                            ,SOLID,,
V15506,PORT                                              ,N/A,,
V15506,RATING                                            ,ASME CLASS 1500,,
V15506,STANDARD                                          ,ASME B16.34,,
V15506,STEM                                              ,N/A,,
V15506,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15506,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15508,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V15508,BONNET                                            ,BOLTED CAP,,
V15508,ENDS                                              ,SOCKETWELD,,
V15508,OPERATOR                                          ,N/A,,
V15508,PACKING                                           ,N/A,,
V15508,PISTON                                            ,SOLID,,
V15508,PORT                                              ,N/A,,
V15508,RATING                                            ,ASME CLASS 1500,,
V15508,STANDARD                                          ,API 602,,
V15508,STEM                                              ,N/A,,
V15508,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15508,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15510,BODY                                              ,CAST 9 CR - 1 MO; ASTM A217\, GR C12,PCSSME  ,1997-7-15
V15510,BONNET                                            ,BOLTED CAP,PCSSME  ,1997-7-15
V15510,DISC                                              ,SOLID CLOSER,PCSSME  ,1997-7-15
V15510,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),PCSSME  ,1997-7-15
V15510,OPERATOR                                          ,N/A,PCS41CR ,1997-7-15
V15510,PORT                                              ,N/A,PCS41CR ,1997-7-15
V15510,RATING                                            ,ASME CLASS 1500,PCSSME  ,1997-7-15
V15510,STANDARD                                          ,ASME B16.34,PCSSME  ,1997-7-15
V15510,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED\, WELDED-IN SEAT RINGS,PCSSME  ,1997-7-15
V15510,TYPE                                              ,CHECK VALVE - SWING,PCSSME  ,1997-7-15
V15511,BODY                                              ,FORGED 2-1/4 CR - 1 MO; ASTM A182\, GR. F22,,
V15511,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15511,ENDS                                              ,RING JOINT FLANGED,,
V15511,OPERATOR                                          ,N/A,,
V15511,PACKING                                           ,N/A,,
V15511,PISTON                                            ,SOLID,,
V15511,PORT                                              ,N/A,,
V15511,RATING                                            ,ASME CLASS 1500,,
V15511,STANDARD                                          ,API 602,,
V15511,STEM                                              ,N/A,,
V15511,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15511,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15513,BODY                                              ,CAST 2-1/4 CR - 1 MO; ASTM A217\, GR WC9,,
V15513,BONNET                                            ,BOLTED CAP,,
V15513,DISC                                              ,SOLID CLOSER,PCS41CR ,1997-7-30
V15513,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15513,OPERATOR                                          ,N/A,,
V15513,PACKING                                           ,N/A,,
V15513,PORT                                              ,N/A,,
V15513,RATING                                            ,ASME CLASS 1500,,
V15513,STANDARD                                          ,ASME B16.34,,
V15513,STEM                                              ,N/A,,
V15513,TRIM                                              ,DISC: 11-13% CR.\, CO CR-A HARDFACED\, SEAT: 11-13% CR.\, CO CR-A HARDFACED\, WELDED-IN SEAT RINGS,,
V15513,TYPE                                              ,CHECK VALVE - SWING,,
V15514,BODY                                              ,FORGED 5 CR - 1/2 MO; ASTM A182\, GR. F5,,
V15514,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15514,ENDS                                              ,RING JOINT FLANGED,,
V15514,OPERATOR                                          ,N/A,,
V15514,PACKING                                           ,N/A,,
V15514,PISTON                                            ,SOLID,,
V15514,PORT                                              ,N/A,,
V15514,RATING                                            ,ASME CLASS 1500,,
V15514,STANDARD                                          ,API 602,,
V15514,STEM                                              ,N/A,,
V15514,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15514,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15516,BODY                                              ,CAST 5 CR - 1/2 MO; ASTM A217\, GR C5,,
V15516,BONNET                                            ,BOLTED CAP,,
V15516,DISC                                              ,SOLID CLOSER,,
V15516,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15516,OPERATOR                                          ,N/A,,
V15516,PACKING                                           ,N/A,,
V15516,PORT                                              ,N/A,,
V15516,RATING                                            ,ASME CLASS 1500,,
V15516,STANDARD                                          ,ASME B16.34,,
V15516,STEM                                              ,N/A,,
V15516,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED\, WELDED-IN SEAT RINGS,,
V15516,TYPE                                              ,CHECK VALVE - SWING,,
V15521,BODY                                              ,FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR F11,,
V15521,BONNET                                            ,WELDED CAP,,
V15521,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15521,OPERATOR                                          ,N/A,,
V15521,PACKING                                           ,N/A,,
V15521,PISTON                                            ,SOLID,,
V15521,PORT                                              ,N/A,,
V15521,RATING                                            ,ASME CLASS 1500,,
V15521,STANDARD                                          ,API 602,,
V15521,STEM                                              ,N/A,,
V15521,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15521,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15522,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V15522,BONNET                                            ,BOLTED CAP,,
V15522,ENDS                                              ,RING JOINT FLANGED,,
V15522,OPERATOR                                          ,N/A,,
V15522,PACKING                                           ,N/A,,
V15522,PISTON                                            ,SOLID,PCS41CR ,1997-7-30
V15522,PORT                                              ,N/A,,
V15522,RATING                                            ,ASME CLASS 1500,,
V15522,STANDARD                                          ,API 602,,
V15522,STEM                                              ,N/A,,
V15522,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15522,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15523,BODY                                              ,CAST CARBON STEEL; ASTM A216 GR. WCB,,
V15523,BONNET                                            ,WELDED CAP,,
V15523,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15523,OPERATOR                                          ,N/A,,
V15523,PACKING                                           ,N/A,,
V15523,PISTON                                            ,SOLID,,
V15523,PORT                                              ,N/A,,
V15523,RATING                                            ,ASME CLASS 1500,,
V15523,STANDARD                                          ,ASME B16.34,,
V15523,STEM                                              ,N/A,,
V15523,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15523,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15527,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V15527,BONNET                                            ,BOLTED CAP,,
V15527,ENDS                                              ,RING JOINT FLANGED,,
V15527,OPERATOR                                          ,N/A,,
V15527,PACKING                                           ,N/A,,
V15527,PISTON                                            ,SOLID,PCS41CR ,1997-7-30
V15527,PORT                                              ,N/A,,
V15527,RATING                                            ,ASME CLASS 1500,,
V15527,STANDARD                                          ,API 602,,
V15527,STEM                                              ,N/A,,
V15527,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1997-11-14
V15527,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15528,BODY                                              ,FORGED 347 STAINLESS STEEL; ASTM A182\, GR. F347,,
V15528,BOLTING                                           ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V15528,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15528,ENDS                                              ,SOCKETWELD,,
V15528,OPERATOR                                          ,N/A,,
V15528,PACKING                                           ,N/A,,
V15528,PISTON                                            ,SOLID,,
V15528,PORT                                              ,N/A,,
V15528,RATING                                            ,ASME CLASS 1500,,
V15528,SERVICE                                           ,HYDROGEN AT 1000 F MAXIMUM DESIGN TEMPERATURE.,,
V15528,STANDARD                                          ,ASME B16.34,,
V15528,STEM                                              ,N/A,,
V15528,TRIM                                              ,PISTON: 347 STAINLESS STEEL\, CO CR-A HARDFACED\, SEAT: 347 STAINLESS STEEL\, CO CR-A HARDFACED,,
V15528,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15529,BODY                                              ,FORGED 347 STAINLESS STEEL; ASTM A182\, GR. F347,,
V15529,BOLTING                                           ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V15529,BONNET                                            ,BOLTED CAP,,
V15529,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15529,OPERATOR                                          ,N/A,,
V15529,PACKING                                           ,N/A,,
V15529,PISTON                                            ,SOLID,,
V15529,PORT                                              ,N/A,,
V15529,RATING                                            ,ASME CLASS 1500,,
V15529,SERVICE                                           ,HYDROGEN AT 1000 F MAXIMUM DESIGN TEMPERATURE.,,
V15529,STANDARD                                          ,ASME B16.34,,
V15529,STEM                                              ,N/A,,
V15529,TRIM                                              ,PISTON: 347 STAINLESS STEEL\, CO CR-A HARDFACED\, SEAT: 347 STAINLESS STEEL\, CO CR-A HARDFACED,,
V15529,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15530,BODY                                              ,CAST CARBON STEEL; ASTM A216 GR. WCB,,
V15530,BONNET                                            ,BOLTED CAP,,
V15530,DISC                                              ,SOLID CLOSER,PCS41CR ,1997-7-30
V15530,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15530,OPERATOR                                          ,N/A,,
V15530,PACKING                                           ,N/A,,
V15530,PORT                                              ,N/A,,
V15530,RATING                                            ,ASME CLASS 1500,,
V15530,STANDARD                                          ,ASME B16.34,,
V15530,STEM                                              ,N/A,,
V15530,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15530,TYPE                                              ,CHECK VALVE - SWING,,
V15531,BODY                                              ,CAST CARBON STEEL; ASTM A216 GR. WCB,,
V15531,BONNET                                            ,BOLTED CAP,,
V15531,DISC                                              ,SOLID CLOSER,PCS41CR ,1997-7-30
V15531,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15531,OPERATOR                                          ,N/A,,
V15531,PACKING                                           ,N/A,,
V15531,PORT                                              ,N/A,,
V15531,RATING                                            ,ASME CLASS 1500,,
V15531,STANDARD                                          ,ASME B16.34,,
V15531,STEM                                              ,N/A,,
V15531,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15531,TYPE                                              ,CHECK VALVE - SWING,,
V15532,BODY                                              ,CAST 1-1/4 CR - 1/2 MO; ASTM A217 GR. WC6,,
V15532,BONNET                                            ,BOLTED CAP,,
V15532,DISC                                              ,SOLID CLOSER,PCS41CR ,1997-7-30
V15532,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15532,OPERATOR                                          ,N/A,,
V15532,PACKING                                           ,N/A,,
V15532,PORT                                              ,N/A,,
V15532,RATING                                            ,ASME CLASS 1500,,
V15532,STANDARD                                          ,ASME B16.34,,
V15532,STEM                                              ,N/A,,
V15532,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED\, WELDED-IN SEAT RINGS,,
V15532,TYPE                                              ,CHECK VALVE - SWING,,
V15533,BODY                                              ,CAST 347 STAINLESS STEEL; ASTM A351\, GR. CF8C,,
V15533,BOLTING                                           ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V15533,BONNET                                            ,BOLTED CAP,,
V15533,DISC                                              ,SOLID CLOSER,PCS41CR ,1997-7-30
V15533,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15533,OPERATOR                                          ,N/A,,
V15533,PACKING                                           ,N/A,,
V15533,PORT                                              ,N/A,,
V15533,RATING                                            ,ASME CLASS 1500,,
V15533,SERVICE                                           ,HYDROGEN AT 1000 F MAXIMUM DESIGN TEMPERATURE.,,
V15533,STANDARD                                          ,ASME B16.34,,
V15533,STEM                                              ,N/A,,
V15533,TRIM                                              ,DISC: 347 STAINLESS STEEL\, CO CR-A HARDFACED\, SEAT: 347 STAINLESS STEEL\, CO CR-A HARDFACED\, WELDED-IN SEAT RINGS,,
V15533,TYPE                                              ,CHECK VALVE - SWING,,
V15534,BODY                                              ,FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR. F11,,
V15534,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15534,ENDS                                              ,SOCKETWELD,,
V15534,OPERATOR                                          ,N/A,,
V15534,PACKING                                           ,N/A,,
V15534,PISTON                                            ,SOLID,,
V15534,PORT                                              ,N/A,,
V15534,RATING                                            ,ASME CLASS 1500,,
V15534,STANDARD                                          ,API 602,,
V15534,STEM                                              ,N/A,,
V15534,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15534,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15535,BODY                                              ,FORGED 2-1/4 CR - 1 MO; ASTM A182\, GR. F22,,
V15535,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15535,ENDS                                              ,SOCKETWELD,,
V15535,OPERATOR                                          ,N/A,,
V15535,PACKING                                           ,N/A,,
V15535,PISTON                                            ,SOLID,,
V15535,PORT                                              ,N/A,,
V15535,RATING                                            ,ASME CLASS 1500,,
V15535,STANDARD                                          ,API 602,,
V15535,STEM                                              ,N/A,,
V15535,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15535,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15536,BODY                                              ,FORGED 5 CR - 1/2 MO; ASTM A182\, GR. F5,,
V15536,BONNET                                            ,BOLTED CAP\, RING JOINT,,
V15536,ENDS                                              ,SOCKETWELD,,
V15536,OPERATOR                                          ,N/A,,
V15536,PACKING                                           ,N/A,,
V15536,PISTON                                            ,SOLID,,
V15536,PORT                                              ,N/A,,
V15536,RATING                                            ,ASME CLASS 1500,,
V15536,STANDARD                                          ,API 602,,
V15536,STEM                                              ,N/A,,
V15536,TRIM                                              ,PISTON: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V15536,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15537,BODY                                              ,FORGED CARBON STEEL; ASTM A105,,
V15537,BONNET                                            ,BOLTED CAP,,
V15537,ENDS                                              ,SOCKETWELD,,
V15537,OPERATOR                                          ,N/A,,
V15537,PACKING                                           ,N/A,,
V15537,PISTON                                            ,SOLID,PCS41CR ,1997-7-30
V15537,PORT                                              ,N/A,,
V15537,RATING                                            ,ASME CLASS 1500,,
V15537,STANDARD                                          ,API 602,,
V15537,STEM                                              ,N/A,,
V15537,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1997-11-14
V15537,TYPE                                              ,CHECK VALVE - HORIZONTAL LIFT,,
V15550,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15551,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15552,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15553,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15554,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15700,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCB,,
V15700,BONNET                                            ,BOLTED\, BOTTOM ENTRY,,
V15700,DISC                                              ,QUARTER-TURN PLUG,,
V15700,ENDS                                              ,SOCKETWELD/SCREWED,,
V15700,OPERATOR                                          ,1/2\" - 2\" WRENCH,,
V15700,PACKING                                           ,MANUFACTURER'S STANDARD,,
V15700,PATTERN                                           ,REGULAR,,
V15700,PORT                                              ,NA,,
V15700,RATING                                            ,ASME CLASS 1500 (MAXIMUM TEMPERATURE 450F ),,
V15700,STANDARD                                          ,ASME B16.34,,
V15700,STEM                                              ,NA,,
V15700,TRIM                                              ,ASTM A216\, GR. WCB OR ASTM A105,,
V15700,TYPE                                              ,LUBRICATED PLUG,,
V15701,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCB,,
V15701,BONNET                                            ,BOLTED\, BOTTOM ENTRY,,
V15701,DISC                                              ,QUARTER-TURN PLUG,,
V15701,ENDS                                              ,RING JOINT FLANGED,,
V15701,OPERATOR                                          ,1/2\" - 4\" WRENCH,,
V15701,PACKING                                           ,MANUFACTURER'S STANDARD,,
V15701,PATTERN                                           ,REGULAR,,
V15701,PORT                                              ,NA,,
V15701,RATING                                            ,ASME CLASS 1500 (MAXIMUM TEMPERATURE 450F ),,
V15701,STANDARD                                          ,API 599,,
V15701,STEM                                              ,11 - 13% CR.,,
V15701,TRIM                                              ,ASTM A216\, GR. WCB OR ASTM A105,,
V15701,TYPE                                              ,LUBRICATED PLUG,,
V15702,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCB,,
V15702,BONNET                                            ,BOLTED\, BOTTOM ENTRY,,
V15702,DISC                                              ,QUARTER-TURN PLUG,,
V15702,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15702,OPERATOR                                          ,1/2\" - 4\" WRENCH\, 6\" - 16\" GEAR,,
V15702,PACKING                                           ,MANUFACTURER'S STANDARD,,
V15702,PATTERN                                           ,REGULAR\, VENTURI,,
V15702,PORT                                              ,NA,,
V15702,RATING                                            ,ASME CLASS 1500 (MAXIMUM TEMPERATURE 450F ),,
V15702,STANDARD                                          ,API 599,,
V15702,STEM                                              ,11 - 13% CR.,,
V15702,TRIM                                              ,ASTM A216\, GR. WCB OR ASTM A105,,
V15702,TYPE                                              ,LUBRICATED PLUG,,
V15800,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCC,,
V15800,BONNET                                            ,BOLTED\, QUARTER-TURN RISE WITH POSITION INDICATOR,,
V15800,DISC                                              ,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
V15800,ENDS                                              ,RING JOINT FLANGED,,
V15800,OPERATOR                                          ,HANDWHEEL,,
V15800,PACKING                                           ,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
V15800,PORT                                              ,REDUCED,,
V15800,RATING                                            ,ASME CLASS 1500,,
V15800,SEAT INSERT                                       ,TEFLON TFE (500F MAX. DESIGN TEMPERATURE),,
V15800,SEAT RING                                         ,410 STAINLESS STEEL,,
V15800,STANDARD                                          ,TESTED TO API 6D,,
V15800,STEM                                              ,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
V15800,TRIM                                              ,CORE: CARBON STEEL WITH NICKEL OVERLAY FACING,,
V15800,TYPE                                              ,ORBIT,,
V15801,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCC,,
V15801,BONNET                                            ,BOLTED\, QUARTER-TURN RISE WITH POSITION INDICATOR,,
V15801,DISC                                              ,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
V15801,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15801,OPERATOR                                          ,HANDWHEEL,,
