Valve_No,Valve_Note,Valve_Manuf_Remarks,Last_Updt_Id,Last_Updt_Date
V15004,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15005,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15006,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15007,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15008,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15009,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15010,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15011,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15012,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15013,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15014,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15015,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15016,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & APPENDIX I, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER APPENDIX II. ULTRASONIC EXAMINATION PER APPENDIX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-8-26
V15017,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15018,VALVES SHALL COMPLY WITH NACE MR0103.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15019,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-8-8
V15020,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15021,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" AND LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR AND INTERIOR SURFACES OF VALVE BODIES AND BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED IN ACCORDANCE WITH  ANNEX C. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15022,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15023,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15024,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15025,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15026,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15027,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15028,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15029,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15030,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15031,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15032,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15033,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15034,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15035,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15036,VALVES SHALL COMPLY WITH NACE MR0103.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15037,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15038,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & APPENDIX I, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER APPENDIX II. ULTRASONIC EXAMINATION PER APPENDIX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.", ,HEDSTX  ,2008-9-14
V15039,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15040,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15041,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" AND LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR AND INTERIOR SURFACES OF VALVE BODIES AND BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED IN ACCORDANCE WITH  ANNEX C. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15042,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-2-16
V15043,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15044,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15045,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15046,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15047,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V15048,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & APPENDIX I, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER APPENDIX II. ULTRASONIC EXAMINATION PER APPENDIX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-9-14
V15049,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15051,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, APPENDIX I.  ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER APPENDIX II. ULTRASONIC EXAMINATION PER  APPENDIX VI MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.", ,HEDSTX  ,2008-2-16
V15052,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX I, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER APPENDIX II. ULTRASONIC EXAMINATION PER APPENDIX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.  FOR ULSD - USE FOR V15075 IF LISTED ON ISOMETRIC", ,HEDSTX  ,2008-8-6
V15053,,,PCSSME  ,1999-5-4
V15054,,,PCSSME  ,1999-5-4
V15055,,,PCSSME  ,1999-5-4
V15056,,,PCSSME  ,1999-5-4
V15057,,,PCSSME  ,1999-5-4
V15058,,,PCSSME  ,1999-5-4
V15059,,,PCSSME  ,1999-5-4
V15060,,,PCSSME  ,1999-5-4
V15061,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15062,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15063,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15064,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15065,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15066,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15067,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15068,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15069,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15070,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15071,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15072,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15073,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15080,,,LOOMT0  ,2007-11-8
V15081,,,LOOMT0  ,2007-11-8
V15082,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS.  ADDITIONALLY, ALL ACCESIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.  ",,LOOMT0  ,2007-11-8
V15084,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS.  ADDITIONALLY, ALL ACCESIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS. ",,LOOMT0  ,2007-11-7
V15085,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS.  ADDITIONALLY, ALL ACCESIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.  ",,LOOMT0  ,2007-11-8
V15086,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-1-26
V15087,"1.)  RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, APPENDIX I.   ADDITIONALLY, ALL ACCESIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.  ",,HEDSTX  ,2008-1-26
V15088,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-1-26
V15089,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & APPENDIX I, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL DYE PENETRANT EXAMINED PER APPENDIX III. ULTRASONIC EXAMINATION PER APPENDIX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-9-14
V15090,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-9-14
V15091,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & APPENDIX I, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER APPENDIX II. ULTRASONIC EXAMINATION PER APPENDIX IV MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,HEDSTX  ,2008-9-14
V15400,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15401,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS. ",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15402,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",,PCSSME  ,1999-7-19
V15403,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15404,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",,PCSSME  ,1999-7-19
V15405,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15406,VALVES SHALL COMPLY WITH NACE MR0103.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V15407,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15408,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS. ",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15409,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",,PCSSME  ,1999-7-19
V15410,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS. ",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
V15411,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-11
